CustomerID,Age,Gender,Income,CreditLimit,TotalTransactions,TotalSpend,Tenure,MaritalStatus,EducationLevel,CardType,Country,AttritionFlag,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49
CUST048640,50,Male,528519.0230681228,17749.94957493686,102,5924.291214020869,17,Widowed,PhD,Silver,Country_13,0,1.0689188803592804,-1.2200291201887938,0.2084820353476303,0.155983948529722,1.5812350732970877,0.0762697224762523,0.9514141595214368,0.7040877626337873,2.5274036996887634,-0.4994978531921479,-0.214360166469629,0.2198153204698018,-0.3818957597081389,-0.2478172942437541,-1.6497734548960212,-0.0316909280087242,-1.5711930601128157,1.693176483523253,0.9358669946670573,-0.6930310351723807,0.6606852884234461,0.245202466695261,0.5198497504416929,0.8475820420707346,0.0126517179817918,-1.853595036191113,-2.0273765885733304,-1.1401642050420004,0.402153646224567,-0.5511234211615403,2.3551055292075573,1.2499758212972072,-0.505811204493107,1.0003803314220263,-0.6611569330951163,-0.2310343146462591,-0.0700532696795157,0.5414612687654005,1.7535970968423404,-3.200748535688488,-0.6625873657034567,-0.9757897934023892,-0.882685351522741,0.3854685766527487,-0.7990552084565276,-0.0604568239862753,-0.6834407651231423,-0.6547173889568084,-0.095784255894576,0.8245906038429244
CUST039288,21,Male,,11839.40192743783,97,,7,Widowed,High School,Platinum,Country_49,0,0.7282730110314256,0.2634050937630464,1.7528863344209682,-0.2503456489572794,0.5385968539702101,0.5281840349201188,-0.5509952924526244,0.2593293638040539,0.0271260384290916,-1.851522637143495,0.6825949098176923,-0.6548420902847014,-0.2954796715008387,0.0610254848748732,-0.8555338347779424,-1.4809339564682402,-2.3753039608651183,1.0348996484481678,0.5917641120821692,-1.7227946708337536,0.1798725117195832,1.1067643778940517,0.3877125045141451,1.3189879089842629,-1.7240515360420845,0.8151576599100877,-0.4087877745685595,-0.0673555448860232,-1.744487597797734,0.7062576383142029,1.6200808713842,1.310807548706333,2.9560084205317168,-0.3086686882877794,-0.8044540828542603,-0.0460608343791238,-0.2795864384056052,2.2298871954099613,-0.2876654803531629,1.07120016734785,1.898058268912858,-1.6520304360359106,0.8928740254498464,0.2084601977337806,-1.1564105660631787,-0.6714198019106159,-1.4567499518477294,2.1696323344838864,1.182427438042875,0.5798698959605082
CUST072893,49,Male,82616.8745228022,14252.990360718364,118,9171.44109350358,7,Divorced,PhD,Gold,Country_95,0,-0.4342816318459725,0.2389750581195317,1.2628381655314282,0.8485253870179331,0.4221630447491402,-0.3278022000984139,-0.6951103175228195,0.6841574773096846,-1.2221583374293377,-0.6268287216379604,-0.3756095819608345,-0.7838526742268832,1.403726561562669,0.0064428240906804,0.7885247737697622,2.10201278868842,0.034164366887934,-0.2462742170988646,-0.6546989754557853,1.2318838223655568,-1.0011451528244777,1.4617270695224482,0.8677648172140724,-0.2426599441785087,0.1559850763958478,-0.9482542371707378,-0.2874343418056041,-0.2057495633224124,0.5399742190392238,-0.1435960798628626,-2.6946104827568806,-0.392056244050482,0.7535207347827649,0.6615940615375621,0.0889866447627963,2.188586707755932,-0.4825026783543468,-0.7816533885017855,-0.7319538275157806,0.7644856677137633,-0.9535560446163256,0.3592738280835023,-0.2384374145477207,-1.5419412049628607,0.6571552154533784,0.5779043555875909,0.3106649945193558,0.290132511019861,-1.6203196224752758,0.8924086173081721
CUST029428,31,Female,81134.57771844338,13046.17247385766,92,2252.9369383331427,8,Widowed,High School,Gold,Country_70,0,-1.7052383050684503,1.5432863117284434,-0.5639692645964937,-0.5821258317668421,-1.288926835418878,-0.1301115727100185,-1.4772069792707576,1.161167332658217,-1.9383018695326504,-2.222863574823317,-2.0170997225125085,2.064932601573458,1.1358275797884638,1.2452334991871123,0.033386613967446,1.6043708397160923,0.0540214211584477,-0.2575729750854632,0.1247183957535109,-0.5684920860043365,-0.2142689978229853,0.8095349420566257,-0.4995936721114687,0.9362541795780076,-0.8952037066713329,-0.5734398532898047,0.8259858799654257,0.0084011772231415,-0.7640839912031949,-0.1119071370913209,-0.9751732907991534,-0.172204112344812,0.365638689071225,1.041937868679651,-2.418278833227463,1.3812522051651777,-0.6690552105111062,0.3859084994821715,-0.5184426217089323,0.7292268198551908,0.1356888526036404,0.3998269699598482,-1.4900879989705984,-0.1295092546276501,0.0293209033623305,3.0640737458517475,-2.5646296420239896,1.521798894000986,0.0112616637589969,0.3165223391797299
CUST092992,41,Female,68274.59848244487,10918.863855224065,76,,7,Divorced,Bachelor,Gold,Country_66,0,-0.794540613640943,-0.4772396055670787,-0.2988000098072546,0.5038249926578788,-0.5459236248073395,-0.1715238820811221,0.6890161465376367,0.5184444541326274,0.7602145502351457,2.298809124422841,-0.1675456444297922,-1.2520437894875136,1.1749483276668502,0.9946687146409792,-0.3486620226394604,-0.489582818714675,-0.0781121672162421,1.130427014660932,-0.4505466076530013,0.1828766018832689,0.924055622733064,-0.2016773228177545,-1.2727745625898852,-0.8856763418230125,0.7477152591037386,1.0428110368533023,-0.0879000161760523,-0.5718332725920885,0.961413147695134,0.4823076195138684,-0.293814846414935,0.7330498698608935,-1.3591394577176097,-0.6019558584820985,1.41362703211368,-0.0219369442193822,-1.437456293516048,0.2439180815892366,1.1858356265015362,-0.1571610006173806,0.7757392110954963,-0.3271273678955345,0.7870019323708383,1.389090606426172,-0.2432104837819196,-1.131383908453099,0.368236624662691,-0.5928176303848527,1.7361419186780496,-0.5767223478309285
CUST031217,57,Female,62606.2850614846,11951.87703127431,99,7753.9886232980625,13,Widowed,Master,Gold,Country_65,0,1.241515624851533,-0.2493960032521046,-0.351271338664948,1.2518808827927388,1.5851830796333952,0.7981014487974508,1.927126233574776,0.5307822752113793,-0.698190844272452,-1.4851350651551851,1.0321256594344337,0.4335003382702115,1.108488888742278,0.7625022406773201,1.2738630436534928,0.2970551493020911,-0.5598717836403848,-1.6864210173572385,-1.111154360397818,2.3372992046790086,0.7163520531505847,-0.1520193126754884,-1.6250529047116011,-0.1558280977891762,-0.5874947983745552,-1.5746997844508264,-0.3834487122681974,-0.4703469139822072,2.370503283662302,-0.1405688324508487,-1.4236870790756586,1.0455110628024202,2.352034582914507,-0.5981829246503946,0.589404287459819,-1.0670875949174286,-0.0532374328636761,-0.9236053959576056,-0.0719659738123462,-0.6508825034124204,0.465438382828647,0.1199620530802571,1.5289393165280007,0.1352663318973683,1.8252518024681044,-0.9467164239452216,-0.2077472364249683,-0.5322369884308332,-0.1428617323461424,0.4213892129886343
CUST076917,40,Male,93955.39891040712,12070.06171855306,112,2865.6620294000268,9,Divorced,Master,Gold,Country_11,0,-0.3298995340784849,-2.1557724994983105,1.4053353701789255,-0.7466610901966193,0.0464088390090717,-1.1478533844793553,1.236954384398276,0.5008536698469814,-1.311022161315848,0.1819792494059998,1.792483296191439,-1.6748004079808902,1.7019148492414211,0.0759578006049056,0.5001325502483275,0.4725161844755559,0.6759271128803792,-0.1625982563659996,0.3127515829833521,-0.4580399097035916,1.0522527107917463,-1.5625917032424226,0.7245810240255546,-0.450145897888098,-0.4993184956360416,-0.2973076842148635,0.4433850596456099,0.3745306683691254,-0.7656067351210086,-1.1188552046887057,1.7374973628777526,-0.1330617331629178,1.987346054950123,-1.515489989962694,0.7301079933401603,1.1885020499433203,1.6502726273426105,-0.7623969965599463,0.5172398835482386,1.793167025282859,0.5409245555421944,0.7648180651601494,-0.0393214314577612,0.7296160996648605,-0.5555299626485557,-0.6721190254921958,0.1448984185439597,-1.9720242728316693,0.1336340931583139,-0.5913827436993648
CUST031968,44,Female,,,108,5517.252142646382,10,Widowed,Bachelor,Gold,Country_33,0,0.1628770172699294,1.1832196381705975,0.3025005205334593,-1.00431246596089,0.9854134788529382,-0.0819281331626117,-0.5669879863293555,1.4813079891165133,0.2126254856203524,1.474882786598457,2.634657298121608,0.8972920381203671,-0.3847606747109876,0.2957162516945266,1.6770875479558347,0.3921768882703957,1.6385033516889989,0.4351110976255128,0.6160889424646542,0.618471813016208,-0.8691445969449817,-0.4902792888943752,0.6293457990980724,-1.1259487023411054,0.1380749457999124,2.815051954367348,-0.4760352763214207,-1.9368451178258284,0.0754886849526071,-0.121224673541315,1.8642266149276416,-1.9875552728439447,-1.0318612048626057,-1.035460064943226,0.6784343730549041,-0.4062783414936133,-0.3763479971599567,0.561823439558165,-0.8487839540838799,-1.947805992722916,1.0663249375495625,1.201317161624243,-0.8427812433265395,1.810633356900636,0.2999825822995566,-0.9447047691232876,0.1454204618128697,-1.177067678735466,1.1486929022487449,-0.923891569053638
CUST044707,39,Female,66330.06061018267,16781.369337238204,94,3697.377497158658,19,Divorced,Master,Silver,Country_98,0,-1.779105599165645,1.2397709552761778,-1.2563718162742912,-0.1439154232980889,0.3796998984328882,2.1304978377297705,0.0374768667474068,0.1650332452742237,-0.6006999861443569,0.4389381917088171,1.829000085641909,1.0964794759795145,-0.7883410123256681,0.4048501218098276,-0.3400604275501313,0.0586017529909937,-1.4008481001254598,-0.5278478783267109,-0.6113105012397494,0.8878609973319599,0.1251098850235232,-1.0912044525570863,0.902000997358998,0.8965933660846614,0.1405735892956705,-0.2336662601688307,1.7777732384864404,-0.1306537094268142,-0.1331789734343038,0.1456519020765725,1.470581943252831,0.2598521204343058,0.403051156317815,-1.0499556136415464,0.4132455796321656,0.51745135532978,-0.8184001719457251,0.248680839739615,-0.4967395518871266,0.2929004114958212,0.0184299823338864,-1.0293466926460246,-1.343575655041935,-1.737133966145206,0.1561485700625731,1.8266760031743232,2.3224893620898905,-1.428639809150033,-0.9599175134428763,0.6487071507340573
CUST062662,45,Female,68952.63363216541,11132.57892989149,106,4972.653224906778,2,Married,Master,Silver,Country_44,0,-0.4693593551944761,0.2663769136133166,0.9721761571392044,-1.9314888304749955,-0.1254565359927167,-0.2065928377498476,0.2654436722035345,0.2190597078685447,-0.2073320167748651,0.2245321413239651,-1.1171919280853246,-0.6185770729199962,-0.2535169437604887,-1.7893028329139709,-0.0477009607988996,0.015613628228912,0.5753499874825712,-0.3694668158253002,-1.3753214512289396,-0.1940328116562983,-0.2254040585371842,-0.5542158740099858,-0.6995100400758585,-0.3124661559830983,0.7268523225182697,0.8603736094899683,0.1787579853493959,-1.0407917533983766,-0.6466507161268044,0.4987548244958009,1.036198341463035,-0.7898107183111273,-1.2548488186652509,-0.4560247197765065,0.3970128861063899,-0.0114731401484578,0.5457581212034366,-0.4976724838791594,0.2206614429463068,-0.497556160139644,-0.8002276998348832,-0.4411819385823958,-0.7121605427699129,1.5199003736407546,0.771950884958024,-1.6075586810810314,-0.3820383200216776,-1.2437328111825166,0.0385856547177004,0.4676948486068356
